"","...1","Trapnest","Date","Day_of_year","Year","Site","Subsite","Treatment","Good_days","New_nests_meg","New_nests_sum","Available_cavities_prior","Meg_ps_prior","Meg_no_ps_prior","Sum_unsealed_meg","DP_meg_prior","NDP_meg_prior","NDP_ps_meg_prior"
"719",1241,"trapnest_52",2023-07-29,210,"year_2023","BP","R","Low",0,0,0,17,0,0,NA,0,0,0
"720",1242,"trapnest_52",2023-08-01,213,"year_2023","BP","R","Low",2,0,0,17,0,0,NA,0,0,0
"721",1243,"trapnest_52",2023-08-04,216,"year_2023","BP","R","Low",2,0,0,17,0,0,NA,0,0,0
"722",1244,"trapnest_52",2023-08-09,221,"year_2023","BP","R","Low",4,0,0,17,0,0,NA,0,0,0
"723",1245,"trapnest_52",2023-07-04,185,"year_2023","BP","R","Low",1,0,0,17,0,0,NA,0,0,0
"724",1246,"trapnest_52",2023-07-20,201,"year_2023","BP","R","Low",2,0,0,16,0,0,NA,0,0,0
"725",1247,"trapnest_52",2023-07-07,188,"year_2023","BP","R","Low",3,0,0,16,0,0,NA,0,0,0
"726",1248,"trapnest_52",2023-07-10,191,"year_2023","BP","R","Low",1,0,0,16,0,0,NA,0,0,0
"727",1249,"trapnest_52",2023-07-12,193,"year_2023","BP","R","Low",1,0,0,16,0,0,NA,0,0,0
"728",1250,"trapnest_52",2023-07-17,198,"year_2023","BP","R","Low",2,0,0,16,0,0,NA,0,0,0
"729",1251,"trapnest_53",2023-07-03,184,"year_2023","BP","R","Mid",1,0,0,12,6,0,NA,0,0,6
"730",1252,"trapnest_53",2023-07-04,185,"year_2023","BP","R","Mid",1,0,0,10,6,0,NA,0,0,6
"731",1253,"trapnest_53",2023-07-07,188,"year_2023","BP","R","Mid",3,0,0,9,6,0,NA,0,0,6
"732",1254,"trapnest_53",2023-07-10,191,"year_2023","BP","R","Mid",1,0,0,11,6,0,NA,0,0,6
"733",1255,"trapnest_53",2023-07-12,193,"year_2023","BP","R","Mid",1,0,0,11,6,0,NA,0,0,6
"734",1256,"trapnest_53",2023-07-14,195,"year_2023","BP","R","Mid",1,0,0,10,6,0,NA,0,0,6
"735",1257,"trapnest_53",2023-07-17,198,"year_2023","BP","R","Mid",2,0,0,9,5,0,NA,0,0,5
"736",1258,"trapnest_53",2023-07-20,201,"year_2023","BP","R","Mid",2,0,0,11,5,0,NA,0,0,5
"737",1259,"trapnest_53",2023-07-24,205,"year_2023","BP","R","Mid",2,0,0,11,5,0,NA,0,0,5
"738",1260,"trapnest_53",2023-07-26,207,"year_2023","BP","R","Mid",1,0,0,12,5,0,NA,0,0,5
"739",1261,"trapnest_53",2023-07-28,209,"year_2023","BP","R","Mid",0,0,0,12,5,0,NA,0,0,5
"740",1262,"trapnest_53",2023-07-29,210,"year_2023","BP","R","Mid",0,0,0,12,5,0,NA,0,0,5
"741",1263,"trapnest_53",2023-08-01,213,"year_2023","BP","R","Mid",2,0,0,12,5,0,NA,0,0,5
"742",1264,"trapnest_53",2023-08-04,216,"year_2023","BP","R","Mid",2,0,0,12,5,0,NA,0,0,5
"743",1265,"trapnest_53",2023-08-09,221,"year_2023","BP","R","Mid",4,0,0,11,5,0,NA,0,0,5
"744",1266,"trapnest_54",2023-07-03,184,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"745",1267,"trapnest_54",2023-07-04,185,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"746",1268,"trapnest_54",2023-07-07,188,"year_2023","BP","R","High",3,0,0,7,11,0,NA,0,0,11
"747",1269,"trapnest_54",2023-07-10,191,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"748",1270,"trapnest_54",2023-07-12,193,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"749",1271,"trapnest_54",2023-07-14,195,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"750",1272,"trapnest_54",2023-07-17,198,"year_2023","BP","R","High",2,0,0,7,11,0,NA,0,0,11
"751",1273,"trapnest_54",2023-07-20,201,"year_2023","BP","R","High",2,0,0,7,11,0,NA,0,0,11
"752",1274,"trapnest_54",2023-07-24,205,"year_2023","BP","R","High",2,0,0,7,11,0,NA,0,0,11
"753",1275,"trapnest_54",2023-07-26,207,"year_2023","BP","R","High",1,0,0,7,11,0,NA,0,0,11
"754",1276,"trapnest_54",2023-07-28,209,"year_2023","BP","R","High",0,0,0,7,11,0,NA,0,0,11
"755",1277,"trapnest_54",2023-07-29,210,"year_2023","BP","R","High",0,0,0,7,11,0,NA,0,0,11
"756",1278,"trapnest_54",2023-08-01,213,"year_2023","BP","R","High",2,0,0,7,11,0,NA,0,0,11
"757",1279,"trapnest_54",2023-08-04,216,"year_2023","BP","R","High",2,0,0,7,11,0,NA,0,0,11
"758",1280,"trapnest_54",2023-08-09,221,"year_2023","BP","R","High",4,0,0,7,11,0,NA,0,0,11
"759",1281,"trapnest_55",2023-07-04,185,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"760",1282,"trapnest_55",2023-07-05,186,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"761",1283,"trapnest_55",2023-07-07,188,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"762",1284,"trapnest_55",2023-07-10,191,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"763",1285,"trapnest_55",2023-07-12,193,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"764",1286,"trapnest_55",2023-07-14,195,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"765",1287,"trapnest_55",2023-07-17,198,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"766",1288,"trapnest_55",2023-07-20,201,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"767",1289,"trapnest_55",2023-07-24,205,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"768",1290,"trapnest_55",2023-07-26,207,"year_2023","CP","S","Low",1,0,0,18,0,0,NA,0,0,0
"769",1291,"trapnest_55",2023-07-28,209,"year_2023","CP","S","Low",0,0,0,18,0,0,NA,0,0,0
"770",1292,"trapnest_55",2023-07-29,210,"year_2023","CP","S","Low",0,0,0,18,0,0,NA,0,0,0
"771",1293,"trapnest_55",2023-08-01,213,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"772",1294,"trapnest_55",2023-08-04,216,"year_2023","CP","S","Low",2,0,0,18,0,0,NA,0,0,0
"773",1295,"trapnest_55",2023-08-09,221,"year_2023","CP","S","Low",4,0,0,18,0,0,NA,0,0,0
"774",1296,"trapnest_56",2023-07-04,185,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"775",1297,"trapnest_56",2023-07-05,186,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"776",1298,"trapnest_56",2023-07-07,188,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"777",1299,"trapnest_56",2023-07-10,191,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"778",1300,"trapnest_56",2023-07-12,193,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"779",1301,"trapnest_56",2023-07-14,195,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"780",1302,"trapnest_56",2023-07-17,198,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"781",1303,"trapnest_56",2023-07-20,201,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"782",1304,"trapnest_56",2023-07-24,205,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"783",1305,"trapnest_56",2023-07-26,207,"year_2023","CP","S","Mid",1,0,0,12,6,0,NA,0,0,6
"784",1306,"trapnest_56",2023-07-28,209,"year_2023","CP","S","Mid",0,0,0,12,6,0,NA,0,0,6
"785",1307,"trapnest_56",2023-07-29,210,"year_2023","CP","S","Mid",0,0,0,12,6,0,NA,0,0,6
"786",1308,"trapnest_56",2023-08-01,213,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"787",1309,"trapnest_56",2023-08-04,216,"year_2023","CP","S","Mid",2,0,0,12,6,0,NA,0,0,6
"788",1310,"trapnest_56",2023-08-09,221,"year_2023","CP","S","Mid",4,0,0,12,6,0,NA,0,0,6
"789",1311,"trapnest_57",2023-07-04,185,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"790",1312,"trapnest_57",2023-07-05,186,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"791",1313,"trapnest_57",2023-07-07,188,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"792",1314,"trapnest_57",2023-07-10,191,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"793",1315,"trapnest_57",2023-07-12,193,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"794",1316,"trapnest_57",2023-07-14,195,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"795",1317,"trapnest_57",2023-07-17,198,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"796",1318,"trapnest_57",2023-07-20,201,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"797",1319,"trapnest_57",2023-07-24,205,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"798",1320,"trapnest_57",2023-07-26,207,"year_2023","CP","S","High",1,0,0,7,11,0,NA,0,0,11
"799",1321,"trapnest_57",2023-07-28,209,"year_2023","CP","S","High",0,0,0,7,11,0,NA,0,0,11
"800",1322,"trapnest_57",2023-07-29,210,"year_2023","CP","S","High",0,0,0,7,11,0,NA,0,0,11
"801",1323,"trapnest_57",2023-08-01,213,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"802",1324,"trapnest_57",2023-08-04,216,"year_2023","CP","S","High",2,0,0,7,11,0,NA,0,0,11
"803",1325,"trapnest_57",2023-08-09,221,"year_2023","CP","S","High",4,0,0,6,11,0,NA,0,0,11
"804",1326,"trapnest_58",2023-07-04,185,"year_2023","CP","T","Low",1,0,0,18,0,0,NA,0,0,0
"805",1327,"trapnest_58",2023-07-05,186,"year_2023","CP","T","Low",1,0,0,17,0,0,NA,0,0,0
"806",1328,"trapnest_58",2023-07-07,188,"year_2023","CP","T","Low",2,0,0,17,0,0,NA,0,0,0
"807",1329,"trapnest_58",2023-07-10,191,"year_2023","CP","T","Low",1,0,0,18,0,0,NA,0,0,0
"808",1330,"trapnest_58",2023-07-12,193,"year_2023","CP","T","Low",1,0,0,18,0,0,NA,0,0,0
"809",1331,"trapnest_58",2023-07-14,195,"year_2023","CP","T","Low",1,0,0,18,0,0,NA,0,0,0
"810",1332,"trapnest_58",2023-07-17,198,"year_2023","CP","T","Low",2,0,0,18,0,0,NA,0,0,0
"811",1333,"trapnest_58",2023-07-20,201,"year_2023","CP","T","Low",2,0,0,18,0,0,NA,0,0,0
"812",1334,"trapnest_58",2023-07-24,205,"year_2023","CP","T","Low",2,0,0,18,0,0,NA,0,0,0
"813",1335,"trapnest_58",2023-07-26,207,"year_2023","CP","T","Low",1,0,0,18,0,0,NA,0,0,0
"814",1336,"trapnest_58",2023-07-28,209,"year_2023","CP","T","Low",0,0,0,18,0,0,NA,0,0,0
"815",1337,"trapnest_58",2023-07-29,210,"year_2023","CP","T","Low",0,0,0,18,0,0,NA,0,0,0
"816",1338,"trapnest_58",2023-08-01,213,"year_2023","CP","T","Low",2,0,0,18,0,0,NA,0,0,0
"817",1339,"trapnest_58",2023-08-04,216,"year_2023","CP","T","Low",2,0,0,18,0,0,NA,0,0,0
"818",1340,"trapnest_58",2023-08-09,221,"year_2023","CP","T","Low",4,0,0,18,0,0,NA,0,0,0
"819",1341,"trapnest_59",2023-07-04,185,"year_2023","CP","T","Mid",1,0,0,13,5,0,NA,0,0,5
"820",1342,"trapnest_59",2023-07-05,186,"year_2023","CP","T","Mid",1,2,2,13,5.5,0.5,2,0,0,5
"821",1343,"trapnest_59",2023-07-07,188,"year_2023","CP","T","Mid",2,0,0,12,6,2,2,0,1,5
"822",1344,"trapnest_59",2023-07-10,191,"year_2023","CP","T","Mid",1,0,0,12,6,2,2,0,0,4
"823",1345,"trapnest_59",2023-07-12,193,"year_2023","CP","T","Mid",1,0,0,13,5,1,0,0,1,5
"824",1346,"trapnest_59",2023-07-14,195,"year_2023","CP","T","Mid",1,1,1,13,5,0,1,0,0,5
"825",1347,"trapnest_59",2023-07-17,198,"year_2023","CP","T","Mid",2,0,0,13,5,1,1,0,0,4
"826",1348,"trapnest_59",2023-07-20,201,"year_2023","CP","T","Mid",2,0,0,13,5,1,1,0,0,4
"827",1349,"trapnest_59",2023-07-24,205,"year_2023","CP","T","Mid",2,0,0,13,5,1,0,0,1,5
"828",1350,"trapnest_59",2023-07-26,207,"year_2023","CP","T","Mid",1,0,0,13,5,1,0,0,1,5
"829",1351,"trapnest_59",2023-07-28,209,"year_2023","CP","T","Mid",0,1,1,13,5,1,1,0,1,5
"830",1352,"trapnest_59",2023-07-29,210,"year_2023","CP","T","Mid",0,0,0,13,5,1,1,0,1,5
"831",1353,"trapnest_59",2023-08-01,213,"year_2023","CP","T","Mid",2,0,0,13,5,1,1,0,1,5
"832",1354,"trapnest_59",2023-08-04,216,"year_2023","CP","T","Mid",2,0,0,13,5,1,1,0,1,5
"833",1355,"trapnest_59",2023-08-09,221,"year_2023","CP","T","Mid",4,0,0,13,5,1,1,0,1,5
"834",1356,"trapnest_5",2023-05-11,131,"year_2023","BP","B","Mid",3,0,0,12,0,0,NA,0,0,0
"835",1357,"trapnest_5",2023-05-12,132,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"836",1358,"trapnest_5",2023-05-15,135,"year_2023","BP","B","Mid",3,0,0,12,0,0,NA,0,0,0
"837",1359,"trapnest_5",2023-05-16,136,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"838",1360,"trapnest_5",2023-05-17,137,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"839",1361,"trapnest_5",2023-05-19,139,"year_2023","BP","B","Mid",2,0,0,12,0,0,NA,0,0,0
"840",1362,"trapnest_5",2023-05-21,141,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"841",1363,"trapnest_5",2023-05-22,142,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"842",1364,"trapnest_5",2023-05-23,143,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"843",1365,"trapnest_5",2023-05-26,146,"year_2023","BP","B","Mid",2,0,0,12,0,0,NA,0,0,0
"844",1366,"trapnest_5",2023-05-28,148,"year_2023","BP","B","Mid",2,0,0,12,0,0,NA,0,0,0
"845",1367,"trapnest_5",2023-05-29,149,"year_2023","BP","B","Mid",1,0,1,12,0,0,NA,0,0,0
"846",1368,"trapnest_5",2023-05-31,151,"year_2023","BP","B","Mid",2,0,0,12,0,0,NA,0,0,0
"847",1369,"trapnest_5",2023-06-02,153,"year_2023","BP","B","Mid",2,0,1,12,0,0,NA,0,0,0
"848",1370,"trapnest_5",2023-06-05,156,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"849",1371,"trapnest_5",2023-06-08,159,"year_2023","BP","B","Mid",2,0,0,12,0,0,NA,0,0,0
"850",1372,"trapnest_5",2023-06-10,161,"year_2023","BP","B","Mid",0,0,0,12,0,0,NA,0,0,0
"851",1373,"trapnest_5",2023-06-12,163,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"852",1374,"trapnest_5",2023-06-14,165,"year_2023","BP","B","Mid",0,0,0,12,0,0,NA,0,0,0
"853",1375,"trapnest_5",2023-06-16,167,"year_2023","BP","B","Mid",1,0,0,12,0,0,NA,0,0,0
"854",1376,"trapnest_5",2023-06-20,171,"year_2023","BP","B","Mid",3,1,1,12,0,0,1,0,0,0
"855",1377,"trapnest_5",2023-06-23,174,"year_2023","BP","B","Mid",3,1,1,13,1,1,2,0,0,0
"856",1378,"trapnest_5",2023-06-29,180,"year_2023","BP","B","Mid",1,1,1,10,2,2,3,0,0,0
"857",1379,"trapnest_60",2023-07-04,185,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"858",1380,"trapnest_60",2023-07-05,186,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"859",1381,"trapnest_60",2023-07-07,188,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"860",1382,"trapnest_60",2023-07-10,191,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"861",1383,"trapnest_60",2023-07-12,193,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"862",1384,"trapnest_60",2023-07-14,195,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"863",1385,"trapnest_60",2023-07-17,198,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"864",1386,"trapnest_60",2023-07-20,201,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"865",1387,"trapnest_60",2023-07-24,205,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"866",1388,"trapnest_60",2023-07-26,207,"year_2023","CP","T","High",1,0,0,7,11,0,NA,0,0,11
"867",1389,"trapnest_60",2023-07-28,209,"year_2023","CP","T","High",0,0,0,7,11,0,NA,0,0,11
"868",1390,"trapnest_60",2023-07-29,210,"year_2023","CP","T","High",0,0,0,7,11,0,NA,0,0,11
"869",1391,"trapnest_60",2023-08-01,213,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"870",1392,"trapnest_60",2023-08-04,216,"year_2023","CP","T","High",2,0,0,7,11,0,NA,0,0,11
"871",1393,"trapnest_60",2023-08-09,221,"year_2023","CP","T","High",4,0,0,7,11,0,NA,0,0,11
"872",1394,"trapnest_61",2023-07-04,185,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"873",1395,"trapnest_61",2023-07-05,186,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"874",1396,"trapnest_61",2023-07-07,188,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"875",1397,"trapnest_61",2023-07-10,191,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"876",1398,"trapnest_61",2023-07-12,193,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"877",1399,"trapnest_61",2023-07-14,195,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"878",1400,"trapnest_61",2023-07-17,198,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"879",1401,"trapnest_61",2023-07-20,201,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"880",1402,"trapnest_61",2023-07-24,205,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"881",1403,"trapnest_61",2023-07-26,207,"year_2023","CP","U","Low",1,0,0,18,0,0,NA,0,0,0
"882",1404,"trapnest_61",2023-07-28,209,"year_2023","CP","U","Low",0,0,0,18,0,0,NA,0,0,0
"883",1405,"trapnest_61",2023-07-29,210,"year_2023","CP","U","Low",0,0,0,18,0,0,NA,0,0,0
"884",1406,"trapnest_61",2023-08-01,213,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"885",1407,"trapnest_61",2023-08-04,216,"year_2023","CP","U","Low",2,0,0,18,0,0,NA,0,0,0
"886",1408,"trapnest_61",2023-08-09,221,"year_2023","CP","U","Low",4,0,0,18,0,0,NA,0,0,0
"887",1409,"trapnest_62",2023-07-04,185,"year_2023","CP","U","Mid",1,0,0,12,6,0,NA,0,0,6
"888",1410,"trapnest_62",2023-07-05,186,"year_2023","CP","U","Mid",1,0,1,12,6,0,NA,0,0,6
"889",1411,"trapnest_62",2023-07-07,188,"year_2023","CP","U","Mid",2,0,0,11,6,0,NA,0,0,6
"890",1412,"trapnest_62",2023-07-10,191,"year_2023","CP","U","Mid",1,0,0,11,6,0,NA,0,0,6
"891",1413,"trapnest_62",2023-07-12,193,"year_2023","CP","U","Mid",1,0,0,10,6,0,NA,0,0,6
"892",1414,"trapnest_62",2023-07-14,195,"year_2023","CP","U","Mid",1,0,0,10,6,0,NA,0,0,6
"893",1415,"trapnest_62",2023-07-17,198,"year_2023","CP","U","Mid",2,0,0,11,6,0,NA,0,0,6
"894",1416,"trapnest_62",2023-07-20,201,"year_2023","CP","U","Mid",2,0,0,10,6,0,NA,0,0,6
"895",1417,"trapnest_62",2023-07-24,205,"year_2023","CP","U","Mid",2,0,0,8,6,0,NA,0,0,6
"896",1418,"trapnest_62",2023-07-26,207,"year_2023","CP","U","Mid",1,0,0,10,6,0,NA,0,0,6
"897",1419,"trapnest_62",2023-07-28,209,"year_2023","CP","U","Mid",0,0,0,11,6,0,NA,0,0,6
"898",1420,"trapnest_62",2023-07-29,210,"year_2023","CP","U","Mid",0,0,0,11,6,0,NA,0,0,6
"899",1421,"trapnest_62",2023-08-01,213,"year_2023","CP","U","Mid",2,0,0,10,6,0,NA,0,0,6
"900",1422,"trapnest_62",2023-08-04,216,"year_2023","CP","U","Mid",2,0,0,10,6,0,NA,0,0,6
"901",1423,"trapnest_62",2023-08-09,221,"year_2023","CP","U","Mid",4,0,0,8,6,0,NA,0,0,6
"902",1424,"trapnest_63",2023-07-04,185,"year_2023","CP","U","High",1,0,0,7,11,0,NA,0,0,11
"903",1425,"trapnest_63",2023-07-05,186,"year_2023","CP","U","High",1,0,0,7,11,0,NA,0,0,11
"904",1426,"trapnest_63",2023-07-07,188,"year_2023","CP","U","High",2,0,0,7,11,0,NA,0,0,11
"905",1427,"trapnest_63",2023-07-10,191,"year_2023","CP","U","High",1,0,0,7,11,0,NA,0,0,11
"906",1428,"trapnest_63",2023-07-12,193,"year_2023","CP","U","High",1,0,0,7,11,0,NA,0,0,11
"907",1429,"trapnest_63",2023-07-14,195,"year_2023","CP","U","High",1,0,0,7,11,0,NA,0,0,11
"908",1430,"trapnest_63",2023-07-17,198,"year_2023","CP","U","High",2,0,0,6,11,0,NA,0,0,11
"909",1431,"trapnest_63",2023-07-20,201,"year_2023","CP","U","High",2,0,0,6,11,0,NA,0,0,11
"910",1432,"trapnest_63",2023-07-24,205,"year_2023","CP","U","High",2,0,0,5,11,0,NA,0,0,11
"911",1433,"trapnest_63",2023-07-26,207,"year_2023","CP","U","High",1,0,0,6,11,0,NA,0,0,11
"912",1434,"trapnest_63",2023-07-28,209,"year_2023","CP","U","High",0,0,0,6,11,0,NA,0,0,11
"913",1435,"trapnest_63",2023-07-29,210,"year_2023","CP","U","High",0,0,0,6,11,0,NA,0,0,11
"914",1436,"trapnest_63",2023-08-01,213,"year_2023","CP","U","High",2,0,0,6,11,0,NA,0,0,11
"915",1437,"trapnest_63",2023-08-04,216,"year_2023","CP","U","High",2,0,0,6,11,0,NA,0,0,11
"916",1438,"trapnest_63",2023-08-09,221,"year_2023","CP","U","High",4,0,0,7,11,0,NA,0,0,11
"917",1439,"trapnest_64",2023-07-04,185,"year_2023","CP","V","Low",1,0,0,18,0,0,NA,0,0,0
"918",1440,"trapnest_64",2023-07-05,186,"year_2023","CP","V","Low",1,0,0,17,0,0,NA,0,0,0
"919",1441,"trapnest_64",2023-07-07,188,"year_2023","CP","V","Low",2,0,0,16,0,0,NA,0,0,0
"920",1442,"trapnest_64",2023-07-10,191,"year_2023","CP","V","Low",1,0,0,16,0,0,NA,0,0,0
"921",1443,"trapnest_64",2023-07-12,193,"year_2023","CP","V","Low",1,0,0,15,0,0,NA,0,0,0
"922",1444,"trapnest_64",2023-07-14,195,"year_2023","CP","V","Low",1,0,0,16,0,0,NA,0,0,0
"923",1445,"trapnest_64",2023-07-17,198,"year_2023","CP","V","Low",2,0,0,16,0,0,NA,0,0,0
"924",1446,"trapnest_64",2023-07-20,201,"year_2023","CP","V","Low",2,0,0,16,0,0,NA,0,0,0
"925",1447,"trapnest_64",2023-07-24,205,"year_2023","CP","V","Low",2,0,0,16,0,0,NA,0,0,0
"926",1448,"trapnest_64",2023-07-26,207,"year_2023","CP","V","Low",1,0,0,16,0,0,NA,0,0,0
"927",1449,"trapnest_64",2023-07-28,209,"year_2023","CP","V","Low",0,0,0,18,0,0,NA,0,0,0
"928",1450,"trapnest_64",2023-07-29,210,"year_2023","CP","V","Low",0,0,0,18,0,0,NA,0,0,0
"929",1451,"trapnest_64",2023-08-01,213,"year_2023","CP","V","Low",2,0,0,18,0,0,NA,0,0,0
"930",1452,"trapnest_64",2023-08-04,216,"year_2023","CP","V","Low",2,0,0,18,0,0,NA,0,0,0
"931",1453,"trapnest_64",2023-08-09,221,"year_2023","CP","V","Low",4,0,0,18,0,0,NA,0,0,0
"932",1454,"trapnest_65",2023-07-04,185,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"933",1455,"trapnest_65",2023-07-05,186,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"934",1456,"trapnest_65",2023-07-07,188,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"935",1457,"trapnest_65",2023-07-10,191,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"936",1458,"trapnest_65",2023-07-12,193,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"937",1459,"trapnest_65",2023-07-14,195,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"938",1460,"trapnest_65",2023-07-17,198,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"939",1461,"trapnest_65",2023-07-20,201,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"940",1462,"trapnest_65",2023-07-24,205,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"941",1463,"trapnest_65",2023-07-26,207,"year_2023","CP","V","Mid",1,0,0,12,6,0,NA,0,0,6
"942",1464,"trapnest_65",2023-07-28,209,"year_2023","CP","V","Mid",0,0,0,12,6,0,NA,0,0,6
"943",1465,"trapnest_65",2023-07-29,210,"year_2023","CP","V","Mid",0,0,0,12,6,0,NA,0,0,6
"944",1466,"trapnest_65",2023-08-01,213,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"945",1467,"trapnest_65",2023-08-04,216,"year_2023","CP","V","Mid",2,0,0,12,6,0,NA,0,0,6
"946",1468,"trapnest_65",2023-08-09,221,"year_2023","CP","V","Mid",4,0,0,12,6,0,NA,0,0,6
"947",1469,"trapnest_66",2023-07-04,185,"year_2023","CP","V","High",1,0,0,7,11,0,NA,0,0,11
"948",1470,"trapnest_66",2023-07-05,186,"year_2023","CP","V","High",1,0,0,6,10,0,NA,0,0,10
"949",1471,"trapnest_66",2023-07-07,188,"year_2023","CP","V","High",2,0,0,6,11,0,NA,0,0,11
"950",1472,"trapnest_66",2023-07-10,191,"year_2023","CP","V","High",1,0,0,5,11,0,NA,0,0,11
"951",1473,"trapnest_66",2023-07-12,193,"year_2023","CP","V","High",1,0,0,6,11,0,NA,0,0,11
"952",1474,"trapnest_66",2023-07-14,195,"year_2023","CP","V","High",1,0,0,6,11,0,NA,0,0,11
"953",1475,"trapnest_66",2023-07-17,198,"year_2023","CP","V","High",2,0,0,6,10,0,NA,0,0,10
"954",1476,"trapnest_66",2023-07-20,201,"year_2023","CP","V","High",2,0,0,6,11,0,NA,0,0,11
"955",1477,"trapnest_66",2023-07-24,205,"year_2023","CP","V","High",2,0,0,6,11,0,NA,0,0,11
"956",1478,"trapnest_66",2023-07-26,207,"year_2023","CP","V","High",1,0,0,6,11,0,NA,0,0,11
