"","Site","Subsite","Treatment","Trapnest","Cavity_number","Straw_ID","Date","Nest_ID","Cavity_ID","Status","Occupant","Good_days","Bee_choice","Available_prior","New_nests_os","New_nests_meg","New_nest_sum","Osmia_ps_prior","Osmia_no_ps_prior","Meg_ps_prior","Meg_no_ps_prior"
"17012","BP","B","Mid","trapnest_5",16,"a",2023-06-08,"5_16a","5_16","empty","none",2,0,12,0,0,0,6,2,0,0
"17013","BP","B","Mid","trapnest_5",16,"a",2023-06-10,"5_16a","5_16","empty","none",0,0,12,0,0,0,6,2,0,0
"17014","BP","B","Mid","trapnest_5",16,"a",2023-06-12,"5_16a","5_16","empty","none",1,0,12,0,0,0,6,2,0,0
"17015","BP","B","Mid","trapnest_5",16,"a",2023-06-14,"5_16a","5_16","empty","none",0,0,12,0,0,0,6,2,0,0
"17016","BP","B","Mid","trapnest_5",16,"a",2023-06-16,"5_16a","5_16","empty","none",1,0,12,0,0,0,6,2,0,0
"17017","BP","B","Mid","trapnest_5",16,"a",2023-06-20,"5_16a","5_16","empty","none",3,0,12,0,1,1,6,2,0,0
"17018","BP","B","Mid","trapnest_5",16,"a",2023-06-23,"5_16a","5_16","empty","none",3,0,13,0,1,1,4,0,1,1
"17019","BP","B","Mid","trapnest_5",17,"a",2023-05-11,"5_17a","5_17","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17020","BP","B","Mid","trapnest_5",17,"a",2023-05-12,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17021","BP","B","Mid","trapnest_5",17,"a",2023-05-15,"5_17a","5_17","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17022","BP","B","Mid","trapnest_5",17,"a",2023-05-16,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17023","BP","B","Mid","trapnest_5",17,"a",2023-05-17,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17024","BP","B","Mid","trapnest_5",17,"a",2023-05-19,"5_17a","5_17","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17025","BP","B","Mid","trapnest_5",17,"a",2023-05-21,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17026","BP","B","Mid","trapnest_5",17,"a",2023-05-22,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17027","BP","B","Mid","trapnest_5",17,"a",2023-05-23,"5_17a","5_17","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17028","BP","B","Mid","trapnest_5",17,"a",2023-05-26,"5_17a","5_17","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17029","BP","B","Mid","trapnest_5",17,"a",2023-05-28,"5_17a","5_17","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17030","BP","B","Mid","trapnest_5",17,"a",2023-05-29,"5_17a","5_17","pseudo","osmia",1,NA,12,1,0,1,6,0,0,0
"17031","BP","B","Mid","trapnest_5",17,"b",2023-05-31,"5_17b","5_17","empty","none",2,0,13,1,0,1,5,0,0,0
"17032","BP","B","Mid","trapnest_5",17,"b",2023-06-02,"5_17b","5_17","empty","none",2,0,12,1,0,1,6,1,0,0
"17033","BP","B","Mid","trapnest_5",17,"b",2023-06-05,"5_17b","5_17","empty","none",1,0,12,0,0,0,6,2,0,0
"17034","BP","B","Mid","trapnest_5",17,"b",2023-06-08,"5_17b","5_17","empty","none",2,0,12,0,0,0,6,2,0,0
"17035","BP","B","Mid","trapnest_5",17,"b",2023-06-10,"5_17b","5_17","empty","none",0,0,12,0,0,0,6,2,0,0
"17036","BP","B","Mid","trapnest_5",17,"b",2023-06-12,"5_17b","5_17","empty","none",1,0,12,0,0,0,6,2,0,0
"17037","BP","B","Mid","trapnest_5",17,"b",2023-06-14,"5_17b","5_17","empty","none",0,0,12,0,0,0,6,2,0,0
"17038","BP","B","Mid","trapnest_5",17,"b",2023-06-16,"5_17b","5_17","empty","none",1,0,12,0,0,0,6,2,0,0
"17039","BP","B","Mid","trapnest_5",17,"b",2023-06-20,"5_17b","5_17","empty","none",3,0,12,0,1,1,6,2,0,0
"17040","BP","B","Mid","trapnest_5",17,"b",2023-06-23,"5_17b","5_17","empty","none",3,0,13,0,1,1,4,0,1,1
"17041","BP","B","Mid","trapnest_5",17,"b",2023-06-29,"5_17b","5_17","empty","none",1,0,10,0,1,1,6,0,2,2
"17042","BP","B","Mid","trapnest_5",18,"a",2023-05-11,"5_18a","5_18","empty","none",3,0,12,0,0,0,6,0,0,0
"17043","BP","B","Mid","trapnest_5",18,"a",2023-05-12,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17044","BP","B","Mid","trapnest_5",18,"a",2023-05-15,"5_18a","5_18","empty","none",3,0,12,0,0,0,6,0,0,0
"17045","BP","B","Mid","trapnest_5",18,"a",2023-05-16,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17046","BP","B","Mid","trapnest_5",18,"a",2023-05-17,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17047","BP","B","Mid","trapnest_5",18,"a",2023-05-19,"5_18a","5_18","empty","none",2,0,12,0,0,0,6,0,0,0
"17048","BP","B","Mid","trapnest_5",18,"a",2023-05-21,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17049","BP","B","Mid","trapnest_5",18,"a",2023-05-22,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17050","BP","B","Mid","trapnest_5",18,"a",2023-05-23,"5_18a","5_18","empty","none",1,0,12,0,0,0,6,0,0,0
"17051","BP","B","Mid","trapnest_5",18,"a",2023-05-26,"5_18a","5_18","empty","none",2,0,12,0,0,0,6,0,0,0
"17052","BP","B","Mid","trapnest_5",18,"a",2023-05-28,"5_18a","5_18","empty","none",2,0,12,0,0,0,6,0,0,0
"17053","BP","B","Mid","trapnest_5",18,"a",2023-05-29,"5_18a","5_18","empty","none",1,0,12,1,0,1,6,0,0,0
"17054","BP","B","Mid","trapnest_5",18,"a",2023-05-31,"5_18a","5_18","empty","none",2,0,13,1,0,1,5,0,0,0
"17055","BP","B","Mid","trapnest_5",18,"a",2023-06-02,"5_18a","5_18","3 cells","osmia",2,1,12,1,0,1,6,1,0,0
"17056","BP","B","Mid","trapnest_5",18,"a",2023-06-05,"5_18a","5_18","end cap","osmia",1,NA,12,0,0,0,6,2,0,0
"17057","BP","B","Mid","trapnest_5",18,"a",2023-06-08,"5_18a","5_18","no change","osmia",2,NA,12,0,0,0,6,2,0,0
"17058","BP","B","Mid","trapnest_5",18,"a",2023-06-10,"5_18a","5_18","no change","osmia",0,NA,12,0,0,0,6,2,0,0
"17059","BP","B","Mid","trapnest_5",18,"a",2023-06-12,"5_18a","5_18","no change","osmia",1,NA,12,0,0,0,6,2,0,0
"17060","BP","B","Mid","trapnest_5",18,"a",2023-06-14,"5_18a","5_18","no change","osmia",0,NA,12,0,0,0,6,2,0,0
"17061","BP","B","Mid","trapnest_5",18,"a",2023-06-16,"5_18a","5_18","no change","osmia",1,NA,12,0,0,0,6,2,0,0
"17062","BP","B","Mid","trapnest_5",18,"a",2023-06-20,"5_18a","5_18","no change","osmia",3,NA,12,0,1,1,6,2,0,0
"17063","BP","B","Mid","trapnest_5",18,"a",2023-06-23,"5_18a","5_18","empty","none",3,0,13,0,1,1,4,0,1,1
"17064","BP","B","Mid","trapnest_5",18,"b",2023-06-29,"5_18b","5_18","pseudo","osmia",1,NA,10,0,1,1,6,0,2,2
"17065","BP","B","Mid","trapnest_5",1,"a",2023-05-11,"5_1a","5_1","empty","none",3,0,12,0,0,0,6,0,0,0
"17066","BP","B","Mid","trapnest_5",1,"a",2023-05-12,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17067","BP","B","Mid","trapnest_5",1,"a",2023-05-15,"5_1a","5_1","empty","none",3,0,12,0,0,0,6,0,0,0
"17068","BP","B","Mid","trapnest_5",1,"a",2023-05-16,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17069","BP","B","Mid","trapnest_5",1,"a",2023-05-17,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17070","BP","B","Mid","trapnest_5",1,"a",2023-05-19,"5_1a","5_1","empty","none",2,0,12,0,0,0,6,0,0,0
"17071","BP","B","Mid","trapnest_5",1,"a",2023-05-21,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17072","BP","B","Mid","trapnest_5",1,"a",2023-05-22,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17073","BP","B","Mid","trapnest_5",1,"a",2023-05-23,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,0,0,0
"17074","BP","B","Mid","trapnest_5",1,"a",2023-05-26,"5_1a","5_1","empty","none",2,0,12,0,0,0,6,0,0,0
"17075","BP","B","Mid","trapnest_5",1,"a",2023-05-28,"5_1a","5_1","empty","none",2,0,12,0,0,0,6,0,0,0
"17076","BP","B","Mid","trapnest_5",1,"a",2023-05-29,"5_1a","5_1","empty","none",1,0,12,1,0,1,6,0,0,0
"17077","BP","B","Mid","trapnest_5",1,"a",2023-05-31,"5_1a","5_1","empty","none",2,0,13,1,0,1,5,0,0,0
"17078","BP","B","Mid","trapnest_5",1,"a",2023-06-02,"5_1a","5_1","empty","none",2,0,12,1,0,1,6,1,0,0
"17079","BP","B","Mid","trapnest_5",1,"a",2023-06-05,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,2,0,0
"17080","BP","B","Mid","trapnest_5",1,"a",2023-06-08,"5_1a","5_1","empty","none",2,0,12,0,0,0,6,2,0,0
"17081","BP","B","Mid","trapnest_5",1,"a",2023-06-10,"5_1a","5_1","empty","none",0,0,12,0,0,0,6,2,0,0
"17082","BP","B","Mid","trapnest_5",1,"a",2023-06-12,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,2,0,0
"17083","BP","B","Mid","trapnest_5",1,"a",2023-06-14,"5_1a","5_1","empty","none",0,0,12,0,0,0,6,2,0,0
"17084","BP","B","Mid","trapnest_5",1,"a",2023-06-16,"5_1a","5_1","empty","none",1,0,12,0,0,0,6,2,0,0
"17085","BP","B","Mid","trapnest_5",1,"a",2023-06-20,"5_1a","5_1","empty","none",3,0,12,0,1,1,6,2,0,0
"17086","BP","B","Mid","trapnest_5",1,"a",2023-06-23,"5_1a","5_1","empty","none",3,0,13,0,1,1,4,0,1,1
"17087","BP","B","Mid","trapnest_5",1,"a",2023-06-29,"5_1a","5_1","empty","none",1,0,10,0,1,1,6,0,2,2
"17088","BP","B","Mid","trapnest_5",2,"a",2023-05-11,"5_2a","5_2","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17089","BP","B","Mid","trapnest_5",2,"a",2023-05-12,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17090","BP","B","Mid","trapnest_5",2,"a",2023-05-15,"5_2a","5_2","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17091","BP","B","Mid","trapnest_5",2,"a",2023-05-16,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17092","BP","B","Mid","trapnest_5",2,"a",2023-05-17,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17093","BP","B","Mid","trapnest_5",2,"a",2023-05-19,"5_2a","5_2","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17094","BP","B","Mid","trapnest_5",2,"a",2023-05-21,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17095","BP","B","Mid","trapnest_5",2,"a",2023-05-22,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17096","BP","B","Mid","trapnest_5",2,"a",2023-05-23,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17097","BP","B","Mid","trapnest_5",2,"a",2023-05-26,"5_2a","5_2","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17098","BP","B","Mid","trapnest_5",2,"a",2023-05-28,"5_2a","5_2","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17099","BP","B","Mid","trapnest_5",2,"a",2023-05-29,"5_2a","5_2","pseudo","osmia",1,NA,12,1,0,1,6,0,0,0
"17100","BP","B","Mid","trapnest_5",2,"a",2023-05-31,"5_2a","5_2","pseudo","osmia",2,NA,13,1,0,1,5,0,0,0
"17101","BP","B","Mid","trapnest_5",2,"a",2023-06-02,"5_2a","5_2","pseudo","osmia",2,NA,12,1,0,1,6,1,0,0
"17102","BP","B","Mid","trapnest_5",2,"a",2023-06-05,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17103","BP","B","Mid","trapnest_5",2,"a",2023-06-08,"5_2a","5_2","pseudo","osmia",2,NA,12,0,0,0,6,2,0,0
"17104","BP","B","Mid","trapnest_5",2,"a",2023-06-10,"5_2a","5_2","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17105","BP","B","Mid","trapnest_5",2,"a",2023-06-12,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17106","BP","B","Mid","trapnest_5",2,"a",2023-06-14,"5_2a","5_2","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17107","BP","B","Mid","trapnest_5",2,"a",2023-06-16,"5_2a","5_2","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17108","BP","B","Mid","trapnest_5",2,"a",2023-06-20,"5_2a","5_2","pseudo","osmia",3,NA,12,0,1,1,6,2,0,0
"17109","BP","B","Mid","trapnest_5",2,"a",2023-06-23,"5_2a","5_2","pseudo","osmia",3,NA,13,0,1,1,4,0,1,1
"17110","BP","B","Mid","trapnest_5",2,"a",2023-06-29,"5_2a","5_2","pseudo","osmia",1,NA,10,0,1,1,6,0,2,2
"17111","BP","B","Mid","trapnest_5",3,"a",2023-05-11,"5_3a","5_3","empty","none",3,0,12,0,0,0,6,0,0,0
"17112","BP","B","Mid","trapnest_5",3,"a",2023-05-12,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17113","BP","B","Mid","trapnest_5",3,"a",2023-05-15,"5_3a","5_3","empty","none",3,0,12,0,0,0,6,0,0,0
"17114","BP","B","Mid","trapnest_5",3,"a",2023-05-16,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17115","BP","B","Mid","trapnest_5",3,"a",2023-05-17,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17116","BP","B","Mid","trapnest_5",3,"a",2023-05-19,"5_3a","5_3","empty","none",2,0,12,0,0,0,6,0,0,0
"17117","BP","B","Mid","trapnest_5",3,"a",2023-05-21,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17118","BP","B","Mid","trapnest_5",3,"a",2023-05-22,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17119","BP","B","Mid","trapnest_5",3,"a",2023-05-23,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,0,0,0
"17120","BP","B","Mid","trapnest_5",3,"a",2023-05-26,"5_3a","5_3","empty","none",2,0,12,0,0,0,6,0,0,0
"17121","BP","B","Mid","trapnest_5",3,"a",2023-05-28,"5_3a","5_3","empty","none",2,0,12,0,0,0,6,0,0,0
"17122","BP","B","Mid","trapnest_5",3,"a",2023-05-29,"5_3a","5_3","empty","none",1,0,12,1,0,1,6,0,0,0
"17123","BP","B","Mid","trapnest_5",3,"a",2023-05-31,"5_3a","5_3","empty","none",2,0,13,1,0,1,5,0,0,0
"17124","BP","B","Mid","trapnest_5",3,"a",2023-06-02,"5_3a","5_3","empty","none",2,0,12,1,0,1,6,1,0,0
"17125","BP","B","Mid","trapnest_5",3,"a",2023-06-05,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,2,0,0
"17126","BP","B","Mid","trapnest_5",3,"a",2023-06-08,"5_3a","5_3","empty","none",2,0,12,0,0,0,6,2,0,0
"17127","BP","B","Mid","trapnest_5",3,"a",2023-06-10,"5_3a","5_3","empty","none",0,0,12,0,0,0,6,2,0,0
"17128","BP","B","Mid","trapnest_5",3,"a",2023-06-12,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,2,0,0
"17129","BP","B","Mid","trapnest_5",3,"a",2023-06-14,"5_3a","5_3","empty","none",0,0,12,0,0,0,6,2,0,0
"17130","BP","B","Mid","trapnest_5",3,"a",2023-06-16,"5_3a","5_3","empty","none",1,0,12,0,0,0,6,2,0,0
"17131","BP","B","Mid","trapnest_5",3,"a",2023-06-20,"5_3a","5_3","empty","none",3,0,12,0,1,1,6,2,0,0
"17132","BP","B","Mid","trapnest_5",3,"a",2023-06-23,"5_3a","5_3","empty","none",3,0,13,0,1,1,4,0,1,1
"17133","BP","B","Mid","trapnest_5",3,"a",2023-06-29,"5_3a","5_3","empty","none",1,0,10,0,1,1,6,0,2,2
"17134","BP","B","Mid","trapnest_5",4,"a",2023-05-11,"5_4a","5_4","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17135","BP","B","Mid","trapnest_5",4,"a",2023-05-12,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17136","BP","B","Mid","trapnest_5",4,"a",2023-05-15,"5_4a","5_4","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17137","BP","B","Mid","trapnest_5",4,"a",2023-05-16,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17138","BP","B","Mid","trapnest_5",4,"a",2023-05-17,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17139","BP","B","Mid","trapnest_5",4,"a",2023-05-19,"5_4a","5_4","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17140","BP","B","Mid","trapnest_5",4,"a",2023-05-21,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17141","BP","B","Mid","trapnest_5",4,"a",2023-05-22,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17142","BP","B","Mid","trapnest_5",4,"a",2023-05-23,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17143","BP","B","Mid","trapnest_5",4,"a",2023-05-26,"5_4a","5_4","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17144","BP","B","Mid","trapnest_5",4,"a",2023-05-28,"5_4a","5_4","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17145","BP","B","Mid","trapnest_5",4,"a",2023-05-29,"5_4a","5_4","pseudo","osmia",1,NA,12,1,0,1,6,0,0,0
"17146","BP","B","Mid","trapnest_5",4,"a",2023-05-31,"5_4a","5_4","pseudo","osmia",2,NA,13,1,0,1,5,0,0,0
"17147","BP","B","Mid","trapnest_5",4,"a",2023-06-02,"5_4a","5_4","pseudo","osmia",2,NA,12,1,0,1,6,1,0,0
"17148","BP","B","Mid","trapnest_5",4,"a",2023-06-05,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17149","BP","B","Mid","trapnest_5",4,"a",2023-06-08,"5_4a","5_4","pseudo","osmia",2,NA,12,0,0,0,6,2,0,0
"17150","BP","B","Mid","trapnest_5",4,"a",2023-06-10,"5_4a","5_4","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17151","BP","B","Mid","trapnest_5",4,"a",2023-06-12,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17152","BP","B","Mid","trapnest_5",4,"a",2023-06-14,"5_4a","5_4","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17153","BP","B","Mid","trapnest_5",4,"a",2023-06-16,"5_4a","5_4","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17154","BP","B","Mid","trapnest_5",4,"a",2023-06-20,"5_4a","5_4","pseudo","osmia",3,NA,12,0,1,1,6,2,0,0
"17155","BP","B","Mid","trapnest_5",4,"a",2023-06-23,"5_4a","5_4","pseudo","osmia",3,NA,13,0,1,1,4,0,1,1
"17156","BP","B","Mid","trapnest_5",4,"a",2023-06-29,"5_4a","5_4","pseudo","osmia",1,NA,10,0,1,1,6,0,2,2
"17157","BP","B","Mid","trapnest_5",5,"a",2023-05-11,"5_5a","5_5","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17158","BP","B","Mid","trapnest_5",5,"a",2023-05-12,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17159","BP","B","Mid","trapnest_5",5,"a",2023-05-15,"5_5a","5_5","pseudo","osmia",3,NA,12,0,0,0,6,0,0,0
"17160","BP","B","Mid","trapnest_5",5,"a",2023-05-16,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17161","BP","B","Mid","trapnest_5",5,"a",2023-05-17,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17162","BP","B","Mid","trapnest_5",5,"a",2023-05-19,"5_5a","5_5","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17163","BP","B","Mid","trapnest_5",5,"a",2023-05-21,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17164","BP","B","Mid","trapnest_5",5,"a",2023-05-22,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17165","BP","B","Mid","trapnest_5",5,"a",2023-05-23,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,0,0,0
"17166","BP","B","Mid","trapnest_5",5,"a",2023-05-26,"5_5a","5_5","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17167","BP","B","Mid","trapnest_5",5,"a",2023-05-28,"5_5a","5_5","pseudo","osmia",2,NA,12,0,0,0,6,0,0,0
"17168","BP","B","Mid","trapnest_5",5,"a",2023-05-29,"5_5a","5_5","pseudo","osmia",1,NA,12,1,0,1,6,0,0,0
"17169","BP","B","Mid","trapnest_5",5,"a",2023-05-31,"5_5a","5_5","pseudo","osmia",2,NA,13,1,0,1,5,0,0,0
"17170","BP","B","Mid","trapnest_5",5,"a",2023-06-02,"5_5a","5_5","pseudo","osmia",2,NA,12,1,0,1,6,1,0,0
"17171","BP","B","Mid","trapnest_5",5,"a",2023-06-05,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17172","BP","B","Mid","trapnest_5",5,"a",2023-06-08,"5_5a","5_5","pseudo","osmia",2,NA,12,0,0,0,6,2,0,0
"17173","BP","B","Mid","trapnest_5",5,"a",2023-06-10,"5_5a","5_5","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17174","BP","B","Mid","trapnest_5",5,"a",2023-06-12,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17175","BP","B","Mid","trapnest_5",5,"a",2023-06-14,"5_5a","5_5","pseudo","osmia",0,NA,12,0,0,0,6,2,0,0
"17176","BP","B","Mid","trapnest_5",5,"a",2023-06-16,"5_5a","5_5","pseudo","osmia",1,NA,12,0,0,0,6,2,0,0
"17177","BP","B","Mid","trapnest_5",5,"a",2023-06-20,"5_5a","5_5","pseudo","osmia",3,NA,12,0,1,1,6,2,0,0
"17178","BP","B","Mid","trapnest_5",5,"a",2023-06-23,"5_5a","5_5","pseudo","osmia",3,NA,13,0,1,1,4,0,1,1
"17179","BP","B","Mid","trapnest_5",5,"a",2023-06-29,"5_5a","5_5","pseudo","osmia",1,NA,10,0,1,1,6,0,2,2
"17180","BP","B","Mid","trapnest_5",6,"a",2023-05-11,"5_6a","5_6","empty","none",3,0,12,0,0,0,6,0,0,0
"17181","BP","B","Mid","trapnest_5",6,"a",2023-05-12,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17182","BP","B","Mid","trapnest_5",6,"a",2023-05-15,"5_6a","5_6","empty","none",3,0,12,0,0,0,6,0,0,0
"17183","BP","B","Mid","trapnest_5",6,"a",2023-05-16,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17184","BP","B","Mid","trapnest_5",6,"a",2023-05-17,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17185","BP","B","Mid","trapnest_5",6,"a",2023-05-19,"5_6a","5_6","empty","none",2,0,12,0,0,0,6,0,0,0
"17186","BP","B","Mid","trapnest_5",6,"a",2023-05-21,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17187","BP","B","Mid","trapnest_5",6,"a",2023-05-22,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17188","BP","B","Mid","trapnest_5",6,"a",2023-05-23,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,0,0,0
"17189","BP","B","Mid","trapnest_5",6,"a",2023-05-26,"5_6a","5_6","empty","none",2,0,12,0,0,0,6,0,0,0
"17190","BP","B","Mid","trapnest_5",6,"a",2023-05-28,"5_6a","5_6","empty","none",2,0,12,0,0,0,6,0,0,0
"17191","BP","B","Mid","trapnest_5",6,"a",2023-05-29,"5_6a","5_6","empty","none",1,0,12,1,0,1,6,0,0,0
"17192","BP","B","Mid","trapnest_5",6,"a",2023-05-31,"5_6a","5_6","empty","none",2,0,13,1,0,1,5,0,0,0
"17193","BP","B","Mid","trapnest_5",6,"a",2023-06-02,"5_6a","5_6","empty","none",2,0,12,1,0,1,6,1,0,0
"17194","BP","B","Mid","trapnest_5",6,"a",2023-06-05,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,2,0,0
"17195","BP","B","Mid","trapnest_5",6,"a",2023-06-08,"5_6a","5_6","empty","none",2,0,12,0,0,0,6,2,0,0
"17196","BP","B","Mid","trapnest_5",6,"a",2023-06-10,"5_6a","5_6","empty","none",0,0,12,0,0,0,6,2,0,0
"17197","BP","B","Mid","trapnest_5",6,"a",2023-06-12,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,2,0,0
"17198","BP","B","Mid","trapnest_5",6,"a",2023-06-14,"5_6a","5_6","empty","none",0,0,12,0,0,0,6,2,0,0
"17199","BP","B","Mid","trapnest_5",6,"a",2023-06-16,"5_6a","5_6","empty","none",1,0,12,0,0,0,6,2,0,0
"17200","BP","B","Mid","trapnest_5",6,"a",2023-06-20,"5_6a","5_6","empty","none",3,0,12,0,1,1,6,2,0,0
"17201","BP","B","Mid","trapnest_5",6,"a",2023-06-23,"5_6a","5_6","empty","none",3,0,13,0,1,1,4,0,1,1
"17202","BP","B","Mid","trapnest_5",6,"a",2023-06-29,"5_6a","5_6","empty","none",1,0,10,0,1,1,6,0,2,2
"17203","BP","B","Mid","trapnest_5",7,"a",2023-05-11,"5_7a","5_7","empty","none",3,0,12,0,0,0,6,0,0,0
"17204","BP","B","Mid","trapnest_5",7,"a",2023-05-12,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
"17205","BP","B","Mid","trapnest_5",7,"a",2023-05-15,"5_7a","5_7","empty","none",3,0,12,0,0,0,6,0,0,0
"17206","BP","B","Mid","trapnest_5",7,"a",2023-05-16,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
"17207","BP","B","Mid","trapnest_5",7,"a",2023-05-17,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
"17208","BP","B","Mid","trapnest_5",7,"a",2023-05-19,"5_7a","5_7","empty","none",2,0,12,0,0,0,6,0,0,0
"17209","BP","B","Mid","trapnest_5",7,"a",2023-05-21,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
"17210","BP","B","Mid","trapnest_5",7,"a",2023-05-22,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
"17211","BP","B","Mid","trapnest_5",7,"a",2023-05-23,"5_7a","5_7","empty","none",1,0,12,0,0,0,6,0,0,0
